CREATED_DATE,CREATED_DATE minus Hour,USER_ID,TRANSACTION_ID,TYPE,CURRENCY,AMOUNT
2016-01-14 2:26:28,14/1/2016,c483216d-b457-44cc-bdab-9a65f44c9620,ca63287b-3362-4142-a78a-6e7e9e3ed6e9,ATM,GBP,95.98
2016-01-14 2:28:51,14/1/2016,c483216d-b457-44cc-bdab-9a65f44c9620,95dbe8c0-b2ae-40fa-b665-8b4428488818,BANK_TRANSFER,EUR,111.14
2016-01-14 3:08:42,14/1/2016,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,eeba3e01-0dc4-466c-b020-a4e6beef1292,ATM,GBP,228.94
2016-01-14 3:09:17,14/1/2016,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,dfeddacb-ea74-435d-b12f-a25a923d70c5,TOPUP,GBP,238.09
2016-01-14 10:09:16,14/1/2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,92a0d966-e69f-4dea-a0ba-3a8ef08e2db7,ATM,EUR,95.82
2016-01-14 11:08:28,14/1/2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,5046b68f-94fc-4064-8fa8-d2bd54442a5a,TOPUP,EUR,224.24
2016-01-14 14:48:39,14/1/2016,2e9e1e2f-e61c-44c3-adb4-4cb6f9c10d5b,69efcf57-101e-439d-919b-9cff880f1976,BANK_TRANSFER,EUR,269.92
2016-01-14 15:12:38,14/1/2016,2e9e1e2f-e61c-44c3-adb4-4cb6f9c10d5b,c38af818-e4f3-4407-b284-b27762f92ce1,ATM,GBP,117.21
2016-01-14 19:46:51,14/1/2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,c03c3df2-d916-4fea-b937-e7503093bff4,TOPUP,EUR,87.91
2016-01-14 20:20:57,14/1/2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,0edc1355-4e23-4dd8-ab3e-92b4aa6adcb8,CARD_PAYMENT,GBP,314.37
2016-01-15 1:16:09,15/1/2016,5fd70cca-1685-40ad-a312-7d387f6911a9,0f1fc295-801b-4c01-abb9-3474a8bbfcaf,TOPUP,EUR,339.59
2016-01-15 1:16:11,15/1/2016,5fd70cca-1685-40ad-a312-7d387f6911a9,86be8ee2-af87-4ef5-afdb-8188566b4a3b,TOPUP,EUR,55.69
2016-01-15 4:53:58,15/1/2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,758f2f18-eb3a-4f1e-8559-13e71d7549b4,BANK_TRANSFER,GBP,327.22
2016-01-15 5:49:49,15/1/2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,46dbce4a-8c72-4372-8362-6cfbe8ea05fa,CARD_PAYMENT,EUR,21.98
2016-01-15 9:21:47,15/1/2016,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,3ecfb13d-6191-45e6-a230-bc8c5403a7d8,BANK_TRANSFER,GBP,198.18
2016-01-15 12:25:13,15/1/2016,ea86c877-ff87-4caa-8b76-3a05b89850d1,ae348920-ac04-43cc-8e42-355dcab7e8ff,ATM,GBP,301.58
2016-01-15 15:40:14,15/1/2016,a48ea4fc-63ed-4049-af39-b1479ea29bce,d3476408-4531-4dbd-a5bd-69585366f7a7,P2P_TRANSFER,GBP,288.51
2016-01-15 19:47:17,15/1/2016,9755fcd7-25f2-48a1-b00e-37b38ba81813,d6ff3596-0a86-4e12-bb0e-3b60c0c32540,TOPUP,EUR,67.38
2016-01-16 0:07:18,16/1/2016,48eef0ad-9929-4944-9e51-35de36b67ffd,c7dddcc9-2a5e-4176-b3c3-23ec1ae27061,ATM,GBP,317.54
2016-01-16 3:17:53,16/1/2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,36105504-d72d-4e73-8294-8ff246e16c52,ATM,EUR,124.56
2016-01-16 4:51:19,16/1/2016,c483216d-b457-44cc-bdab-9a65f44c9620,c1a898c7-e56f-439a-b874-5d9542af6a3a,P2P_TRANSFER,GBP,208.43
2016-01-16 4:51:44,16/1/2016,c483216d-b457-44cc-bdab-9a65f44c9620,f4387472-2a4f-44a2-8b36-6b50d6ea9b30,TOPUP,GBP,233.77
2016-01-16 8:13:50,16/1/2016,270549de-8b76-4fd2-ad80-842f81b647a8,38ebc060-3fb1-468f-a8ed-b353606cdbf0,BANK_TRANSFER,GBP,166.58
2016-01-16 8:14:17,16/1/2016,270549de-8b76-4fd2-ad80-842f81b647a8,b12e30e2-58f8-4924-81ed-b0509487cd3b,ATM,GBP,13.68
2016-01-16 10:06:57,16/1/2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,b1f7f14c-105c-4d97-89db-6edf487d4db5,BANK_TRANSFER,EUR,264.35
2016-01-16 10:14:44,16/1/2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,9d740eeb-4415-46e2-9fb9-36dd8677ece6,ATM,GBP,217.28
2016-01-16 10:51:34,16/1/2016,b5fef97e-cb5b-4b1b-b09c-3457ed922aea,ad6c11cb-d8d2-4b53-934c-4a402ce73aff,TOPUP,GBP,75.31
2016-01-16 11:42:53,16/1/2016,da64c6d7-6210-499c-8faa-9312bce4611d,3879456b-8119-4c52-81ab-ef1c606b23ee,TOPUP,GBP,236.09
2016-01-16 12:41:16,16/1/2016,c89e7a90-9612-4eda-b7be-cbb06719a1a9,4ab8e15e-8a15-4330-a23e-f9498becf5d6,TOPUP,GBP,98.7
2016-01-16 12:43:15,16/1/2016,26e8432c-5fdb-4b67-82e6-18f341d511a1,68932fa9-ce32-414b-8b64-fffaecab26a4,CARD_PAYMENT,GBP,166.55
2016-01-16 19:07:28,16/1/2016,6a94069c-cc53-4e82-b2eb-bc125ced3edc,ff9812b1-cc3b-4a33-a2b0-d78356f618ef,TOPUP,GBP,96.36
2016-01-16 22:03:08,16/1/2016,44ce4a0d-012e-4fdb-82f1-b006799b7450,5b2f03d5-af43-4ca2-a448-474cf24ef037,ATM,EUR,136.54
2016-01-16 22:03:44,16/1/2016,97528ad1-413e-461a-9083-188da333c9e1,d2ec4388-aa2d-4c8c-a4ab-301ad99f03ae,ATM,GBP,51.08
2016-01-16 22:04:31,16/1/2016,97528ad1-413e-461a-9083-188da333c9e1,8de9ba35-1c72-401f-b96d-ab93717d5cb5,TOPUP,EUR,153.19
2016-01-16 22:05:10,16/1/2016,97528ad1-413e-461a-9083-188da333c9e1,7f597266-1ce2-4148-89c8-4768a3a7b5d1,TOPUP,GBP,119.79
2016-01-16 22:07:55,16/1/2016,97528ad1-413e-461a-9083-188da333c9e1,31a82a63-b0b3-4a2b-964c-3a47a866d58e,ATM,GBP,251.94
2016-01-17 2:19:49,17/1/2016,48eef0ad-9929-4944-9e51-35de36b67ffd,d5939590-42d9-4fb1-a990-75326d4302d6,CARD_PAYMENT,GBP,159.03
2016-01-17 7:14:05,17/1/2016,b1693eae-6a23-49af-be37-14ecdb77ab6f,67e3232a-2dec-4b78-91d7-c2237cbe39a9,ATM,EUR,72.41
2016-01-17 10:16:28,17/1/2016,97528ad1-413e-461a-9083-188da333c9e1,7a1d8690-f6af-4fd3-b439-5401bd361154,ATM,GBP,242.82
2016-01-17 12:09:22,17/1/2016,97528ad1-413e-461a-9083-188da333c9e1,9ffdfb00-5b8b-4b2a-ad7d-5d123491edae,CARD_PAYMENT,GBP,185.32
2016-01-17 14:25:13,17/1/2016,26e8432c-5fdb-4b67-82e6-18f341d511a1,1d53e06e-8c5a-4fcb-a56f-ce9108f803e0,ATM,GBP,106.59
2016-01-17 18:50:52,17/1/2016,a48ea4fc-63ed-4049-af39-b1479ea29bce,12b638f8-acd5-4079-a390-0b4b82b3223f,BANK_TRANSFER,EUR,315.16
2016-01-17 23:45:58,17/1/2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,16e6b70f-1fa6-4776-8d62-840e025d7ef2,BANK_TRANSFER,GBP,225.9
2016-01-18 0:35:53,18/1/2016,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,70928e64-5cb3-44b2-887e-37f2bfcccc75,ATM,GBP,165.23
2016-01-18 5:00:27,18/1/2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,bacd1b39-f073-46be-9386-9ae979eba901,ATM,GBP,76.89
2016-01-18 5:31:00,18/1/2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,d6a4a31a-9f1d-4463-9b6b-44bd364b39e5,BANK_TRANSFER,EUR,255.53
2016-01-18 5:45:20,18/1/2016,be8a8ecd-f910-416a-9ced-b6647bad6d08,09f67003-0100-45a0-b760-02aaef4a1e1b,CARD_PAYMENT,EUR,310.4
2016-01-18 7:38:52,18/1/2016,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,f9606447-ab90-4928-84d7-5577936fc7c6,TOPUP,GBP,272.07
2016-01-18 7:43:40,18/1/2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,99d34ffb-30b7-47b0-a173-eab208046780,P2P_TRANSFER,GBP,232.23
2016-01-18 15:42:06,18/1/2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,85ce3977-e878-4dc1-911a-3b8a24faa42c,BANK_TRANSFER,EUR,290.5
2016-01-18 16:08:59,18/1/2016,153cc14a-4d12-45b5-b16c-0f0280c4aab3,d6f9e4cd-86db-41f4-ae00-e47a6ea77da1,P2P_TRANSFER,EUR,276.21
2016-01-18 16:17:09,18/1/2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,6a26fc00-f94e-4fa9-80ba-b8df4d3972bb,BANK_TRANSFER,GBP,197.19
2016-01-18 17:36:15,18/1/2016,25a2a6dc-4f28-4755-b6cc-c0364a2dd721,425f8015-bfa0-438b-9251-b972e2567b77,CARD_PAYMENT,GBP,184.64
2016-01-18 20:25:15,18/1/2016,25bd1319-9263-4ab7-bbe2-713a50f32c59,690ed538-5d8c-4349-94eb-927723f0addb,CARD_PAYMENT,GBP,231.82
2016-01-19 2:10:41,19/1/2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,5e9fed0b-bc2f-42c0-bb42-316cb1b764ae,ATM,GBP,307.36
2016-01-19 9:51:05,19/1/2016,2d9eed66-2287-454c-bb2e-f66c1b858766,8ad8d3a5-1cfe-4749-b72c-d71e7325f342,ATM,EUR,255.51
2016-01-19 10:39:48,19/1/2016,86459777-d822-49ef-a9e0-95c2c82adeea,0e0a3556-9e71-4059-aa27-1b7e02768b37,BANK_TRANSFER,EUR,338.02
2016-01-19 10:57:59,19/1/2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,89541a73-9bfb-4eab-9cf1-b7af6716ce91,TOPUP,EUR,246.79
2016-01-19 11:31:43,19/1/2016,bdeb1766-26cd-49bd-91c4-17559c39cea1,b79ddeee-97e2-4a3c-8b15-fe4c471393f8,TOPUP,EUR,187.99
2016-01-19 12:12:06,19/1/2016,1f5465ae-86e9-4abb-a475-fece13e55b95,520be0e6-03fc-4744-83a2-b5b39af6bb8d,BANK_TRANSFER,EUR,18.78
2016-01-19 12:22:38,19/1/2016,97528ad1-413e-461a-9083-188da333c9e1,795030e5-dd7e-4698-8d39-e4ec1a0f3458,CARD_PAYMENT,EUR,83.63
2016-01-19 13:25:25,19/1/2016,86459777-d822-49ef-a9e0-95c2c82adeea,2770c81e-80f6-45b1-9eef-efaf2c13df02,P2P_TRANSFER,EUR,333.07
2016-01-19 13:30:25,19/1/2016,86459777-d822-49ef-a9e0-95c2c82adeea,d5e67010-e384-4a75-ab3c-dabc9653f643,CARD_PAYMENT,EUR,284.61
2016-01-19 16:50:13,19/1/2016,3c29bb7f-b4fe-42a3-b9c7-84f95e3a1e61,5f8a8296-7c7d-47bf-b7d0-2dd68923e570,BANK_TRANSFER,EUR,202.35
2016-01-19 17:01:43,19/1/2016,1319cca9-02a7-4a15-8abb-48d4e08e5aa3,4a971f53-fbab-4fa1-9c48-c6d80beb6449,CARD_PAYMENT,GBP,36.53
2016-01-19 18:04:06,19/1/2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,a6f81caf-7575-4271-b8ae-7376ed89e895,ATM,EUR,41.52
2016-01-19 22:29:44,19/1/2016,44ce4a0d-012e-4fdb-82f1-b006799b7450,b94ef780-22c8-4cff-80fd-4ef0eee106b8,TOPUP,EUR,34.23
2016-01-20 6:15:59,20/1/2016,5fd70cca-1685-40ad-a312-7d387f6911a9,aa7c2d08-2bf2-4221-ae25-9c7c7a55735b,BANK_TRANSFER,EUR,320.3
2016-01-20 7:04:07,20/1/2016,be8a8ecd-f910-416a-9ced-b6647bad6d08,f5d8c0a7-f004-4e53-af96-cfd08e108d24,BANK_TRANSFER,GBP,197.84
2016-01-20 8:04:15,20/1/2016,f79a82ed-a255-4c27-8409-66615346420c,d693f0e2-4981-4847-b0dd-4a503f8bf68e,CARD_PAYMENT,EUR,170.81
2016-01-20 8:04:20,20/1/2016,f79a82ed-a255-4c27-8409-66615346420c,a507eb8e-b530-4649-bc49-68a50d4dd452,ATM,EUR,288.21
2016-01-20 13:25:10,20/1/2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,1385d42c-b0f1-4590-a16c-29b0a665aef1,CARD_PAYMENT,GBP,21.12
2016-01-20 14:34:36,20/1/2016,7aedd7a8-f400-4a8f-82cd-e32aa05c3ae7,9f054c35-fa5a-46d0-84f0-aeaf7f2fe8bb,TOPUP,EUR,102.39
2016-01-20 20:11:22,20/1/2016,4f08e235-9549-4eb4-9949-8cb81d55e6a7,2b5296d0-0f75-47a8-bfba-5f754f4976b5,ATM,GBP,58.1
2016-01-20 22:51:35,20/1/2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,a3efb698-d030-49d9-a9e4-164d2bf4f478,BANK_TRANSFER,GBP,240.7
2016-01-21 0:32:02,21/1/2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,823d1f72-0dc1-4957-ad12-0153a7606382,CARD_PAYMENT,EUR,297.85
2016-01-21 2:22:44,21/1/2016,af11979e-0e9c-42b7-9e62-eb83fc992bad,29f40ce3-b1e2-4b52-a4d5-53e3370cf7e9,P2P_TRANSFER,GBP,139.24
2016-01-21 3:16:50,21/1/2016,4eb205ee-5d70-49a4-9212-df2e754b8b67,9be7ffa4-a302-48a4-8bdf-d8b961aa1d26,TOPUP,GBP,131.95
2016-01-21 9:50:37,21/1/2016,bdeb1766-26cd-49bd-91c4-17559c39cea1,6977b22b-6ac6-44f7-96c8-36be8daa898f,TOPUP,EUR,121.56
2016-01-21 9:51:49,21/1/2016,74e92384-c36a-4f97-a847-3325f34a9b19,b5c79e76-e539-4af8-98c5-364ac34a0bf5,TOPUP,EUR,334.83
2016-01-21 12:56:21,21/1/2016,7a30babe-4b7c-4f1b-83df-22e495d9caf1,7f6ae6d6-ae78-4b3b-9a3c-5b1aa4f2a426,BANK_TRANSFER,EUR,4.27
2016-01-21 14:07:12,21/1/2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,1449d5ce-7724-4aa4-abb4-90f108ff5329,CARD_PAYMENT,EUR,26.31
2016-01-21 20:49:14,21/1/2016,5cbbf004-895d-48d2-96cc-84d710aa9b95,f035e88b-1422-4d16-9bf6-3c2266da4e9d,ATM,EUR,336.66
2016-01-22 5:13:12,22/1/2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,4cfd2519-bca1-4bd5-918b-06d60a590fa4,CARD_PAYMENT,GBP,41.91
2016-01-22 11:05:59,22/1/2016,20100a1d-12bc-41ed-a5e1-bc46216e9696,f9b9822c-8c94-4fa0-9f20-87f32e29e420,P2P_TRANSFER,GBP,340.36
2016-01-22 11:08:49,22/1/2016,be8a8ecd-f910-416a-9ced-b6647bad6d08,56602cb3-d6fb-465b-87d4-e6c9c89b394e,BANK_TRANSFER,GBP,309.64
2016-01-22 14:04:14,22/1/2016,44ce4a0d-012e-4fdb-82f1-b006799b7450,54ad36e5-5e26-46fe-be01-2776a1f88564,TOPUP,GBP,133.99
2016-01-22 16:13:40,22/1/2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,24cd6961-8f6b-4f8d-9297-9474f2a4f4e9,TOPUP,GBP,314.2
2016-01-22 20:38:42,22/1/2016,bd327cec-471f-4d38-adf7-decddc9e11a5,c7fb24d5-f5dd-41c2-8622-67a2815f5938,CARD_PAYMENT,EUR,112.98
2016-01-22 23:14:04,22/1/2016,44ce4a0d-012e-4fdb-82f1-b006799b7450,30fb1e77-3c91-40e8-b176-a81b8ec48066,BANK_TRANSFER,GBP,320.95
2016-01-23 4:12:10,23/1/2016,be8a8ecd-f910-416a-9ced-b6647bad6d08,85886700-133b-42fd-8d64-c7a932c75dca,TOPUP,EUR,328.25
2016-01-23 4:32:01,23/1/2016,be8a8ecd-f910-416a-9ced-b6647bad6d08,73083cfe-1e39-4faa-90d6-098c691f4592,CARD_PAYMENT,EUR,288.14
2016-01-23 10:01:42,23/1/2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,56fbbd46-23bb-4d78-85b3-eff397c2b747,CARD_PAYMENT,GBP,130.19
2016-01-23 10:37:27,23/1/2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,6c32273c-aff8-45e2-9dc8-5a07ee33ea43,BANK_TRANSFER,GBP,348.11
2016-01-23 10:49:13,23/1/2016,4f08e235-9549-4eb4-9949-8cb81d55e6a7,2fc79866-9a5f-424c-9732-31041185382f,ATM,GBP,17.68
2016-01-23 12:00:13,23/1/2016,97528ad1-413e-461a-9083-188da333c9e1,c34f5d02-7ab5-433c-903a-f7abedf6929f,BANK_TRANSFER,EUR,212.84
2016-01-24 6:24:52,24/1/2016,4eb205ee-5d70-49a4-9212-df2e754b8b67,865c59eb-1f22-47fe-8828-85d6521ed11a,CARD_PAYMENT,EUR,3.81
2016-01-24 6:39:30,24/1/2016,adae73e0-a036-4bc4-b202-c220554e49c8,b39a044e-ab91-4c57-878f-461eb1caf58c,TOPUP,GBP,335.69
2016-01-24 8:31:58,24/1/2016,e51b9b9f-ce17-4e1d-a062-95bea5f02062,96fefe74-47e8-459f-b64a-7855d0bcc14f,CARD_PAYMENT,GBP,251.23
2016-01-24 10:11:21,24/1/2016,9e988c5b-71d0-4f3e-8f81-b3c30aa9c240,3c926d2a-a550-4849-9b3f-c4e6d456b3de,CARD_PAYMENT,EUR,95.96
2016-01-24 11:46:25,24/1/2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,ec06127b-6624-41ab-bf1d-b531aec7c34f,BANK_TRANSFER,GBP,189.01
2016-01-24 15:05:15,24/1/2016,c2f3d45d-3d6e-4b6c-8004-4281fca31f97,b9c53f36-c984-40cf-8956-7371567aaa0e,TOPUP,EUR,270.98
2016-01-24 18:05:27,24/1/2016,3c29bb7f-b4fe-42a3-b9c7-84f95e3a1e61,3b2a67c1-ef31-48be-bd4e-527873138e89,BANK_TRANSFER,GBP,3
2016-01-24 21:19:37,24/1/2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,6763f036-8078-42f9-adaa-707c1594ef55,TOPUP,GBP,169.13
2016-01-25 1:23:01,25/1/2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,d18671de-c1bd-4d19-91f6-bd35d7081b00,P2P_TRANSFER,GBP,120.75
2016-01-25 11:45:44,25/1/2016,fad08284-643f-4597-a253-d9a2dc5cfba3,7c755cd1-efd3-434f-bd93-65256a976863,CARD_PAYMENT,EUR,245.84
2016-01-25 13:12:39,25/1/2016,678b74b3-34cd-426f-98e2-efafa56826e6,22893848-07b2-456b-9622-b1eb21dd0b20,P2P_TRANSFER,GBP,181.54
2016-01-25 21:38:33,25/1/2016,4f08e235-9549-4eb4-9949-8cb81d55e6a7,d89a9268-8b88-48da-abdc-9c50954c5149,TOPUP,EUR,239.83
2016-01-25 21:47:56,25/1/2016,e3872a8d-e04d-4bba-a30d-9fefef8535d0,026a8297-b13b-403c-bf11-7c1ed6df20f0,CARD_PAYMENT,GBP,16.92
2016-01-25 22:18:42,25/1/2016,71aa9559-601d-43a8-bee0-352862ebb72a,8257bbf1-d590-41de-9d14-c4bc2cb5645e,BANK_TRANSFER,GBP,57.33
2016-01-25 22:18:52,25/1/2016,71aa9559-601d-43a8-bee0-352862ebb72a,4dcd75d3-5913-4398-a201-8b9768d05ad5,TOPUP,GBP,162.48
2016-01-25 22:27:36,25/1/2016,764cdb35-5d5c-40b6-981c-8b0aee422325,4e27f400-23a1-432f-a32c-7d5d7d2042da,TOPUP,EUR,151.75
2016-01-25 22:28:11,25/1/2016,764cdb35-5d5c-40b6-981c-8b0aee422325,8dd799ed-55fa-40bb-8f96-4d23c355229d,ATM,GBP,341.38
2016-01-26 1:08:50,26/1/2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,d9d516d0-886f-4f80-a53b-7dba36ca5f10,BANK_TRANSFER,EUR,184.13
2016-01-26 2:34:33,26/1/2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,6350a379-8eab-4d57-8857-5ccd08fb4c48,CARD_PAYMENT,EUR,251.55
2016-01-26 5:45:05,26/1/2016,45e3c222-38ac-4fdb-b092-ff1639e4438c,36631654-00cc-4c58-a33d-3f3d915cbd7c,TOPUP,GBP,250.86
2016-01-26 7:49:41,26/1/2016,f54baeeb-7282-4d23-9bb7-e8396ce1b159,efc40f64-abc1-4053-bfb4-230dbbc108fc,ATM,GBP,176.61
2016-01-26 7:57:11,26/1/2016,0775525b-c2a3-469b-a09f-a6b94db3f155,d80ca1d3-8cd1-48de-8079-620f6bf0b364,TOPUP,GBP,134.28
2016-01-26 15:14:01,26/1/2016,6b80d5bf-a537-4b39-aeb3-06c80f0284f5,dcf1f4f0-51c8-4604-8521-93bdfe40bd13,TOPUP,EUR,334.43
